spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,average_song
2Oj3iCVLQgwjwRF9VHo7gt,No Pasa Nada,"Clave Especial, Fuerza Regida",44,6,6,MX,2025-02-17,79,True,136000,No Pasa Nada,2024-10-10,0.834,0.894,4,-1.934,0,0.0466,0.23,1.01e-05,0.124,0.898,145.142,3,About_Average
0zLA16D7GXoT8K7XFaiCv3,TU SI,"Tito Double P, Armenta",45,2,-5,MX,2025-02-17,76,True,181921,INCÓMODO,2024-08-22,0.851,0.51,8,-8.904,0,0.0352,0.455,1.07e-06,0.112,0.823,114.017,3,About_Average
1C84d9abZVKWHT2YYpoean,Si No Quieres No,"Luis R Conriquez, Neton Vega",46,4,-12,MX,2025-02-17,81,False,147011,Si No Quieres No,2024-03-10,0.786,0.786,4,-6.372,0,0.0512,0.445,2.12e-06,0.0947,0.611,100.123,1,Lower
1cZHUhGz7xJ8c4szDipipd,Mejores Jordans,"Victor Mendivil, Oscar Maydon",47,-5,-5,MX,2025-02-17,79,False,234077,Mejores Jordans,2024-07-30,0.669,0.583,1,-8.949,1,0.269,0.603,2.54e-06,0.1,0.271,115.221,4,Lower
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",48,-3,-13,MX,2025-02-17,89,True,191018,Cosa Nuestra,2024-11-15,0.833,0.563,4,-5.593,0,0.204,0.528,1.27e-05,0.139,0.343,105.008,4,Lower
41EOhpn50qvd8iZSKw531W,LOS CUADROS,"Peso Pluma, Tito Double P",49,1,-8,MX,2025-02-17,80,True,160409,LOS CUADROS,2024-08-08,0.782,0.539,11,-10.68,1,0.0716,0.319,0.0,0.0905,0.939,122.149,3,Higher
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,"ROSÉ, Bruno Mars",50,-1,-1,MX,2025-02-17,89,False,169917,rosie,2024-12-06,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4,Higher
5Z75FvRFiultmPFWHx5jQ7,7 Dias,"Gabito Ballesteros, Tito Double P",1,1,1,MX,2025-02-16,85,True,180688,7 Dias,2025-01-30,0.838,0.746,11,-3.749,1,0.0614,0.386,0.0,0.0839,0.577,111.913,3,Higher
4eLDmhsJW3JoZTXCAozHor,Loco,Neton Vega,2,-1,48,MX,2025-02-16,50,False,186521,Mi Vida Mi Muerte,2025-02-14,0.849,0.708,1,-5.502,1,0.0686,0.0741,0.00768,0.139,0.636,91.981,4,Lower
78HEzDEs1QUnHB2DbxgC1s,Te Quería Ver,"Alemán, Neton Vega",3,0,0,MX,2025-02-16,82,False,176129,Te Quería Ver,2025-01-31,0.802,0.761,4,-5.182,0,0.0681,0.188,1.69e-05,0.0922,0.448,100.019,4,About_Average
0LTwdL5yZ6YOTEGUQPFuSN,ROSONES,Tito Double P,4,0,0,MX,2025-02-16,88,True,177590,ROSONES,2024-12-05,0.802,0.726,1,-5.939,1,0.0318,0.704,9.7e-06,0.117,0.604,120.129,3,Lower
7sd6zMrgGpEa7NkQm9TRrg,NADIE,Tito Double P,5,0,1,MX,2025-02-16,87,True,197031,NADIE,2024-11-21,0.702,0.843,7,-4.71,1,0.114,0.465,0.0,0.12,0.526,92.604,4,About_Average
3sK8wGT43QFpWrvNQsrQya,DtMF,Bad Bunny,6,0,-1,MX,2025-02-16,97,True,237117,DeBÍ TiRAR MáS FOToS,2025-01-05,0.625,0.131,7,-27.405,0,0.0717,0.177,0.218,0.0807,0.032,136.02,4,Lower
5LHPcY9yd0hWVFIW4yfOCJ,Pika Pika,"Chuyin, Fuerza Regida, Jorsshh, Calle 24",7,0,1,MX,2025-02-16,82,True,147981,Pika Pika,2024-11-29,0.716,0.808,1,-6.383,1,0.0332,0.207,4.61e-06,0.14,0.788,127.023,3,Lower
4OLT65TRsOx3Iv1TlCcQVb,Presidente,"Gabito Ballesteros, Natanael Cano, Luis R Conriquez, Neton Vega",8,1,1,MX,2025-02-16,86,True,181064,Presidente,2024-10-21,0.732,0.827,11,-4.152,1,0.0585,0.123,0.0,0.117,0.584,105.145,1,Lower
3D24ErT1MMmUfXWotSj2A2,ME JALO,"Fuerza Regida, Grupo Frontera",9,-1,-2,MX,2025-02-16,87,True,212002,MALA MÍA,2024-12-19,0.47,0.75,2,-5.887,0,0.112,0.216,0.0,0.169,0.62,79.814,4,Lower
43558Td2trz7O0chZYohEE,Amapola,"Natanael Cano, Nueva H",10,5,4,MX,2025-02-16,83,False,180693,Amapola,2024-12-05,0.758,0.596,9,-7.836,0,0.0264,0.0641,0.0,0.245,0.753,133.0,3,About_Average
